,EdgeID,startCoords,endCoords,distance
342,8206,"(37.976814000000005, -122.53304299999999)","(37.9552, -122.498703)",0.040576
343,8207,"(38.010818, -122.270699)","(38.004554999999996, -122.27809099999999)",0.00969
344,8208,"(38.004554999999996, -122.27809099999999)","(37.999825, -122.298607)",0.021054
345,8209,"(37.999825, -122.298607)","(37.996604999999995, -122.30446599999999)",0.006686
346,8210,"(37.996604999999995, -122.30446599999999)","(37.989445, -122.311218)",0.009842
347,8211,"(37.989445, -122.311218)","(37.972747999999996, -122.31701699999999)",0.017675
348,8212,"(37.972747999999996, -122.31701699999999)","(37.970482000000004, -122.317574)",0.002333
349,8232,"(37.970482000000004, -122.317574)","(37.965485, -122.31803899999998)",0.005019
350,8234,"(37.965485, -122.31803899999998)","(37.96487, -122.318123)",0.00062
351,8235,"(37.96487, -122.318123)","(37.960696999999996, -122.318611)",0.004202
352,8236,"(37.963654, -122.04924799999999)","(37.969234, -122.05513799999999)",0.008114
353,8237,"(37.963654, -122.04924799999999)","(37.961109, -122.046227)",0.00395
354,8238,"(37.969234, -122.05513799999999)","(37.980076000000004, -122.06478899999999)",0.014515
355,8239,"(37.980076000000004, -122.06478899999999)","(37.984596, -122.066231)",0.004745
356,8240,"(37.984596, -122.066231)","(37.993942, -122.067093)",0.009386
357,8241,"(37.981224, -122.034691)","(37.972435, -122.03706399999999)",0.009104
358,8242,"(37.972435, -122.03706399999999)","(37.963284, -122.043167)",0.011
359,8243,"(37.963284, -122.043167)","(37.961109, -122.046227)",0.003753
360,8244,"(37.961109, -122.046227)","(37.93919, -122.05988300000001)",0.025826
361,8245,"(37.960696999999996, -122.318611)","(37.956509000000004, -122.319107)",0.004218
362,8246,"(37.984809999999996, -121.889214)","(37.983135, -121.891144)",0.002555
363,8247,"(37.983135, -121.891144)","(37.97617, -121.90638700000001)",0.01676
364,8248,"(37.97617, -121.90638700000001)","(37.971638, -121.91133899999998)",0.006712
365,8249,"(37.971638, -121.91133899999998)","(37.965096, -121.915024)",0.007509
366,8250,"(37.965096, -121.915024)","(37.963631, -121.917526)",0.0029
367,8251,"(37.963631, -121.917526)","(37.962582, -121.92124199999999)",0.003861
368,8252,"(37.962582, -121.92124199999999)","(37.960552, -121.93271599999999)",0.011653
369,8253,"(37.960552, -121.93271599999999)","(37.960045, -121.94053600000001)",0.007837
370,8258,"(37.957085, -122.505692)","(37.956444, -122.505928)",0.000683
371,8259,"(37.956509000000004, -122.319107)","(37.954421999999994, -122.31936599999999)",0.002103
372,8260,"(37.956444, -122.505928)","(37.948116, -122.509064)",0.008898
373,8269,"(37.9552, -122.498703)","(37.954646999999994, -122.498177)",0.000764
374,8271,"(37.954772999999996, -122.324867)","(37.954861, -122.32628600000001)",0.001422
375,8272,"(37.954772999999996, -122.324867)","(37.954421999999994, -122.31936599999999)",0.005512
376,8273,"(37.954861, -122.32628600000001)","(37.945007000000004, -122.32720900000001)",0.009897
377,8274,"(37.954646999999994, -122.498177)","(37.949996999999996, -122.49391200000001)",0.00631
378,8291,"(37.948116, -122.509064)","(37.945316, -122.51010900000001)",0.002989
379,8294,"(37.949996999999996, -122.49391200000001)","(37.944645, -122.479378)",0.015488
380,8295,"(37.944645, -122.479378)","(37.944458000000004, -122.476677)",0.002707
381,8298,"(37.945316, -122.51010900000001)","(37.940086, -122.512863)",0.005911
382,8299,"(37.940086, -122.512863)","(37.93502, -122.515511)",0.005716
383,8300,"(37.938602, -122.70041699999999)","(37.941643, -122.704399)",0.00501
384,8301,"(37.938602, -122.70041699999999)","(37.930305, -122.70127099999999)",0.008341
385,8302,"(37.938602, -122.70041699999999)","(37.932128999999996, -122.68058799999999)",0.020859
386,8303,"(37.941643, -122.704399)","(37.959922999999996, -122.71671299999998)",0.022041
387,8304,"(37.959922999999996, -122.71671299999998)","(37.972286, -122.727722)",0.016555
388,8317,"(37.93845, -122.410622)","(37.937634, -122.40696000000001)",0.003752
389,8318,"(37.937634, -122.40696000000001)","(37.936363, -122.396927)",0.010113
390,8321,"(37.936363, -122.396927)","(37.934799, -122.384628)",0.012398
391,8336,"(37.945007000000004, -122.32720900000001)","(37.930496000000005, -122.32383700000001)",0.014898
392,8337,"(37.930496000000005, -122.32383700000001)","(37.91206, -122.316071)",0.020006
393,8338,"(37.91206, -122.316071)","(37.921864, -122.334084)",0.020508
394,8339,"(37.91206, -122.316071)","(37.889023, -122.30583200000001)",0.02521
395,8340,"(37.934799, -122.384628)","(37.928829, -122.35273000000001)",0.032452
396,8341,"(37.928829, -122.35273000000001)","(37.921864, -122.334084)",0.019905
397,8342,"(37.930305, -122.70127099999999)","(37.906494, -122.689453)",0.026583
398,8343,"(37.906494, -122.689453)","(37.902458, -122.697823)",0.009292
399,8346,"(37.895912, -122.072243)","(37.90625, -122.06974)",0.010636
400,8347,"(37.895912, -122.072243)","(37.893761, -122.058777)",0.013637
401,8348,"(37.895912, -122.072243)","(37.896999, -122.07907900000001)",0.006922
402,8349,"(37.90625, -122.06974)","(37.923297999999996, -122.068932)",0.017067
403,8350,"(37.923297999999996, -122.068932)","(37.93919, -122.05988300000001)",0.018287
404,8364,"(37.893761, -122.058777)","(37.893562, -122.05828100000001)",0.000534
405,8365,"(37.893562, -122.05828100000001)","(37.883137, -122.063927)",0.011856
406,8366,"(37.893562, -122.05828100000001)","(37.886897999999995, -122.041634)",0.017932
407,8406,"(37.93502, -122.515511)","(37.929737, -122.51602199999999)",0.005308
408,8407,"(37.929737, -122.51602199999999)","(37.926552, -122.515518)",0.003225
409,8408,"(37.926552, -122.515518)","(37.922302, -122.51320600000001)",0.004838
410,8409,"(37.922302, -122.51320600000001)","(37.912071000000005, -122.51165)",0.010349
411,8410,"(37.912071000000005, -122.51165)","(37.892296, -122.51380900000001)",0.019893
412,8411,"(37.892296, -122.51380900000001)","(37.887589, -122.51377099999999)",0.004707
413,8412,"(37.884342, -122.134666)","(37.887928, -122.126427)",0.008986
414,8413,"(37.884342, -122.134666)","(37.883183, -122.137321)",0.002897
415,8414,"(37.887928, -122.126427)","(37.892494, -122.11871299999999)",0.008964
416,8415,"(37.892494, -122.11871299999999)","(37.896797, -122.10749799999999)",0.012012
417,8416,"(37.896797, -122.10749799999999)","(37.896999, -122.07907900000001)",0.02842
418,8417,"(37.883526, -122.14589699999999)","(37.88327, -122.143997)",0.001917
419,8418,"(37.883526, -122.14589699999999)","(37.884888000000004, -122.15603600000001)",0.010231
420,8419,"(37.88327, -122.143997)","(37.883183, -122.137321)",0.006676
421,8420,"(37.877125, -122.545181)","(37.876495, -122.54443400000001)",0.000977
422,8421,"(37.877125, -122.545181)","(37.88195, -122.551033)",0.007585
423,8422,"(37.873001, -122.183746)","(37.881485, -122.175751)",0.011658
424,8423,"(37.873001, -122.183746)","(37.871390999999996, -122.18298300000001)",0.001781
425,8424,"(37.873001, -122.183746)","(37.867348, -122.20371200000001)",0.020751
426,8425,"(37.881485, -122.175751)","(37.888226, -122.170273)",0.008686
427,8426,"(37.888226, -122.170273)","(37.884888000000004, -122.15603600000001)",0.014623
428,8427,"(37.871390999999996, -122.18298300000001)","(37.860012, -122.17759699999999)",0.01259
429,8428,"(37.869732, -122.07951399999999)","(37.87141, -122.076523)",0.00343
430,8429,"(37.869732, -122.07951399999999)","(37.866524, -122.08521299999998)",0.00654
431,8430,"(37.87141, -122.076523)","(37.873512, -122.071777)",0.00519
432,8431,"(37.873512, -122.071777)","(37.883137, -122.063927)",0.01242
433,8432,"(37.866524, -122.08521299999998)","(37.86504, -122.087852)",0.003028
434,8455,"(37.932128999999996, -122.68058799999999)","(37.916256, -122.66037)",0.025704
435,8456,"(37.916256, -122.66037)","(37.906445, -122.643204)",0.019772
436,8457,"(37.906445, -122.643204)","(37.90292, -122.639771)",0.00492
437,8458,"(37.90292, -122.639771)","(37.898354, -122.63395700000001)",0.007392
438,8459,"(37.898354, -122.63395700000001)","(37.891193, -122.629677)",0.008342
439,8460,"(37.891193, -122.629677)","(37.882465, -122.619247)",0.0136
440,8461,"(37.882465, -122.619247)","(37.880268, -122.606377)",0.013057
441,8462,"(37.880268, -122.606377)","(37.880871, -122.59776299999999)",0.008635
442,8463,"(37.880871, -122.59776299999999)","(37.872879, -122.59142299999999)",0.010201
443,8464,"(37.872879, -122.59142299999999)","(37.862991, -122.581177)",0.014239
444,8465,"(37.862991, -122.581177)","(37.867317, -122.576576)",0.006315
445,8466,"(37.867317, -122.576576)","(37.866493, -122.56900800000001)",0.007613
446,8467,"(37.866493, -122.56900800000001)","(37.86874, -122.56482700000001)",0.004746
447,8468,"(37.86874, -122.56482700000001)","(37.877148, -122.561378)",0.009087
448,8469,"(37.877148, -122.561378)","(37.881599, -122.553886)",0.008715
449,8470,"(37.881599, -122.553886)","(37.88195, -122.551033)",0.002875
450,8471,"(37.860012, -122.17759699999999)","(37.859257, -122.17368300000001)",0.003986
451,8472,"(37.859257, -122.17368300000001)","(37.858585, -122.17021899999999)",0.003528
452,8473,"(37.858585, -122.17021899999999)","(37.85738, -122.16693899999999)",0.003495
453,8474,"(37.85738, -122.16693899999999)","(37.854946000000005, -122.160812)",0.006592
454,8475,"(37.857323, -122.09465)","(37.86504, -122.087852)",0.010284
455,8476,"(37.857323, -122.09465)","(37.856724, -122.095177)",0.000797
456,8477,"(37.856724, -122.095177)","(37.848929999999996, -122.10283700000001)",0.010928
457,8478,"(37.854946000000005, -122.160812)","(37.852886, -122.155647)",0.005561
458,8479,"(37.867348, -122.20371200000001)","(37.862045, -122.209152)",0.007596
459,8480,"(37.862045, -122.209152)","(37.854084, -122.209251)",0.007962
460,8481,"(37.854084, -122.209251)","(37.853767, -122.21051000000001)",0.001298
461,8482,"(37.853767, -122.21051000000001)","(37.852013, -122.21748400000001)",0.007191
462,8483,"(37.852886, -122.155647)","(37.846687, -122.149948)",0.008421
463,8484,"(37.848929999999996, -122.10283700000001)","(37.848521999999996, -122.10327099999999)",0.000596
464,8485,"(37.848789000000004, -122.228844)","(37.851074, -122.22622700000001)",0.003474
465,8486,"(37.848789000000004, -122.228844)","(37.846740999999994, -122.23082)",0.002846
466,8487,"(37.851074, -122.22622700000001)","(37.852013, -122.21748400000001)",0.008794
467,8488,"(37.848521999999996, -122.10327099999999)","(37.842457, -122.109627)",0.008785
468,8489,"(37.846740999999994, -122.23082)","(37.844463, -122.23303200000001)",0.003175
469,8490,"(37.846687, -122.149948)","(37.844666, -122.14808700000002)",0.002748
470,8491,"(37.844666, -122.14808700000002)","(37.840244, -122.143478)",0.006386
471,8492,"(37.840244, -122.143478)","(37.838592999999996, -122.141747)",0.002393
472,8498,"(37.838592999999996, -122.141747)","(37.836956, -122.136017)",0.005959
473,8499,"(37.836956, -122.136017)","(37.834942, -122.12896)",0.007339
474,8500,"(37.834942, -122.12896)","(37.834022999999995, -122.120773)",0.008238
475,8501,"(37.834022999999995, -122.120773)","(37.842457, -122.109627)",0.013978
476,8502,"(37.889023, -122.30583200000001)","(37.850231, -122.292999)",0.040859
477,8503,"(37.850231, -122.292999)","(37.829762, -122.281281)",0.023587
478,8504,"(37.829762, -122.281281)","(37.826134, -122.279381)",0.004095
479,8505,"(37.826134, -122.279381)","(37.828922, -122.29598999999999)",0.016842
480,8506,"(37.826134, -122.279381)","(37.826008, -122.278618)",0.000773
481,8507,"(37.826134, -122.279381)","(37.81303, -122.272507)",0.014797
482,8508,"(37.824413, -122.316254)","(37.825901, -122.312531)",0.004009
483,8509,"(37.824413, -122.316254)","(37.820736, -122.325272)",0.009739
484,8510,"(37.825901, -122.312531)","(37.828922, -122.29598999999999)",0.016814
485,8511,"(37.821404, -122.260551)","(37.829727, -122.25778999999999)",0.00877
486,8512,"(37.821404, -122.260551)","(37.826008, -122.278618)",0.018644
487,8513,"(37.821404, -122.260551)","(37.820126, -122.260979)",0.001347
488,8514,"(37.821404, -122.260551)","(37.820938, -122.258743)",0.001867
489,8515,"(37.829727, -122.25778999999999)","(37.834022999999995, -122.25498999999999)",0.005127
490,8516,"(37.834022999999995, -122.25498999999999)","(37.839366999999996, -122.24185200000001)",0.014183
491,8517,"(37.839366999999996, -122.24185200000001)","(37.844463, -122.23303200000001)",0.010186
492,8573,"(37.808147, -122.26683)","(37.820126, -122.260979)",0.013331
493,8574,"(37.808147, -122.26683)","(37.81303, -122.272507)",0.007487
494,8575,"(37.808147, -122.26683)","(37.800315999999995, -122.257729)",0.012007
495,8581,"(37.809498, -122.472481)","(37.802116, -122.468971)",0.008173
496,8582,"(37.802116, -122.468971)","(37.799664, -122.464561)",0.005046
497,8583,"(37.799664, -122.464561)","(37.793568, -122.46388999999999)",0.006133
498,8598,"(37.886897999999995, -122.041634)","(37.870987, -122.026016)",0.022295
499,8599,"(37.870987, -122.026016)","(37.852534999999996, -122.014839)",0.021573
500,8600,"(37.852534999999996, -122.014839)","(37.834998999999996, -122.003731)",0.020758
501,8601,"(37.834998999999996, -122.003731)","(37.818721999999994, -121.998833)",0.016998
502,8602,"(37.818721999999994, -121.998833)","(37.808788, -121.995644)",0.010433
503,8603,"(37.808788, -121.995644)","(37.796428999999996, -121.99485800000001)",0.012385
504,8604,"(37.796428999999996, -121.99485800000001)","(37.786404, -121.989319)",0.011453
505,8605,"(37.794964, -122.45210300000001)","(37.795691999999995, -122.44593799999998)",0.006207
506,8606,"(37.794964, -122.45210300000001)","(37.794075, -122.45958700000001)",0.007537
507,8607,"(37.795691999999995, -122.44593799999998)","(37.796028, -122.44310800000001)",0.00285
508,8608,"(37.794075, -122.45958700000001)","(37.793568, -122.46388999999999)",0.004333
509,8609,"(37.793568, -122.46388999999999)","(37.786213000000004, -122.463081)",0.007399
510,8610,"(37.791428, -122.3853)","(37.790779, -122.38609299999999)",0.001025
511,8611,"(37.790779, -122.38609299999999)","(37.778801, -122.395721)",0.015368
512,8612,"(37.786213000000004, -122.463081)","(37.784981, -122.46293600000001)",0.001241
513,8636,"(37.784981, -122.46293600000001)","(37.785698, -122.485909)",0.022983
514,8637,"(37.784981, -122.46293600000001)","(37.780148, -122.463074)",0.004835
515,8638,"(37.784721000000005, -122.49485800000001)","(37.785698, -122.485909)",0.009002
516,8639,"(37.784721000000005, -122.49485800000001)","(37.784046000000004, -122.50106000000001)",0.006239
517,8640,"(37.784046000000004, -122.50106000000001)","(37.783695, -122.50425700000001)",0.003216
518,8664,"(37.768906, -122.46283000000001)","(37.769596, -122.46266899999999)",0.000709
519,8665,"(37.768906, -122.46283000000001)","(37.763763, -122.46404299999999)",0.005283
520,8666,"(37.769596, -122.46266899999999)","(37.780148, -122.463074)",0.010559
521,8667,"(37.767204, -122.503479)","(37.771316999999996, -122.503677)",0.004117
522,8668,"(37.767204, -122.503479)","(37.764587, -122.50335700000001)",0.00262
523,8669,"(37.771316999999996, -122.503677)","(37.783695, -122.50425700000001)",0.012392
524,8674,"(37.764587, -122.50335700000001)","(37.761395, -122.503197)",0.003197
525,8676,"(37.763763, -122.46404299999999)","(37.756316999999996, -122.465767)",0.007643
526,8677,"(37.76292, -122.400047)","(37.771460999999995, -122.399391)",0.008566
527,8678,"(37.76292, -122.400047)","(37.765938, -122.41133899999998)",0.011688
528,8679,"(37.76292, -122.400047)","(37.749901, -122.40261100000001)",0.01327
529,8680,"(37.771460999999995, -122.399391)","(37.778801, -122.395721)",0.008206
530,8681,"(37.796028, -122.44310800000001)","(37.795185, -122.42215700000001)",0.020967
531,8682,"(37.795185, -122.42215700000001)","(37.79184, -122.412582)",0.010143
532,8683,"(37.79184, -122.412582)","(37.781566999999995, -122.41133899999998)",0.010348
533,8684,"(37.781566999999995, -122.41133899999998)","(37.771145000000004, -122.41268899999999)",0.010509
534,8685,"(37.771145000000004, -122.41268899999999)","(37.765938, -122.41133899999998)",0.005379
535,8686,"(37.820938, -122.258743)","(37.807407, -122.238091)",0.02469
536,8687,"(37.807407, -122.238091)","(37.796734, -122.223793)",0.017842
537,8688,"(37.796734, -122.223793)","(37.792046, -122.217293)",0.008015
538,8689,"(37.792046, -122.217293)","(37.791183000000004, -122.20416999999999)",0.013151
539,8690,"(37.791183000000004, -122.20416999999999)","(37.791264, -122.19055900000001)",0.013611
540,8691,"(37.791264, -122.19055900000001)","(37.778931, -122.168877)",0.024945
541,8692,"(37.778931, -122.168877)","(37.770061, -122.159103)",0.013198
542,8693,"(37.770061, -122.159103)","(37.763687, -122.1539)",0.008228
543,8694,"(37.763687, -122.1539)","(37.762817, -122.15386200000002)",0.000871
544,8695,"(37.762817, -122.15386200000002)","(37.755482, -122.153526)",0.007343
545,8696,"(37.761395, -122.503197)","(37.752064000000004, -122.502747)",0.009342
546,8700,"(37.800315999999995, -122.257729)","(37.792519, -122.24137900000001)",0.018114
547,8701,"(37.792519, -122.24137900000001)","(37.783161, -122.224007)",0.019732
548,8702,"(37.783161, -122.224007)","(37.778835, -122.21523300000001)",0.009782
549,8703,"(37.778835, -122.21523300000001)","(37.758293, -122.20873999999999)",0.021544
550,8704,"(37.758293, -122.20873999999999)","(37.75523, -122.207153)",0.00345
551,8705,"(37.75523, -122.207153)","(37.737976, -122.198219)",0.01943
552,8779,"(37.755482, -122.153526)","(37.751598, -122.153351)",0.003887
553,8780,"(37.751598, -122.153351)","(37.750393, -122.15328999999998)",0.001207
554,8829,"(37.732658, -122.501778)","(37.752064000000004, -122.502747)",0.01943
555,8830,"(37.732658, -122.501778)","(37.720951, -122.50048100000001)",0.011779
556,8831,"(37.737976, -122.198219)","(37.729656, -122.191277)",0.010836
557,8832,"(37.729656, -122.191277)","(37.724373, -122.18686699999999)",0.006882
558,8833,"(37.749901, -122.40261100000001)","(37.735077000000004, -122.400658)",0.014952
559,8834,"(37.735077000000004, -122.400658)","(37.727768, -122.40138999999999)",0.007346
560,8835,"(37.727768, -122.40138999999999)","(37.726059, -122.401573)",0.001719
561,8836,"(37.727768, -122.40138999999999)","(37.723209000000004, -122.40708899999998)",0.007298
562,8849,"(37.786404, -121.989319)","(37.769871, -121.978783)",0.019605
563,8850,"(37.769871, -121.978783)","(37.756336, -121.96756)",0.017582
564,8851,"(37.756336, -121.96756)","(37.729393, -121.948959)",0.03274
565,8852,"(37.729393, -121.948959)","(37.716778000000005, -121.94473300000001)",0.013304
566,8853,"(37.716778000000005, -121.94473300000001)","(37.714667999999996, -121.943123)",0.002654
567,8868,"(37.714667999999996, -121.943123)","(37.710636, -121.940071)",0.005057
568,8869,"(37.750393, -122.15328999999998)","(37.737232, -122.150383)",0.013478
569,8870,"(37.737232, -122.150383)","(37.72258, -122.14125800000001)",0.017261
570,8871,"(37.72258, -122.14125800000001)","(37.718311, -122.131317)",0.010819
571,8872,"(37.718311, -122.131317)","(37.711868, -122.120506)",0.012585
572,8873,"(37.711868, -122.120506)","(37.70697, -122.11228200000001)",0.009573
573,8874,"(37.726059, -122.401573)","(37.710648, -122.4002)",0.015472
574,8875,"(37.710648, -122.4002)","(37.69149, -122.39996299999999)",0.019159
575,8876,"(37.710636, -121.940071)","(37.707062, -121.93736299999999)",0.004485
576,8888,"(37.707062, -121.93736299999999)","(37.707058, -121.940918)",0.003555
577,8889,"(37.707062, -121.93736299999999)","(37.707069, -121.928421)",0.008942
578,8890,"(37.707062, -121.93736299999999)","(37.705189000000004, -121.93654599999999)",0.002043
579,8891,"(37.707058, -121.940918)","(37.698288, -121.966476)",0.027021
580,8892,"(37.70697, -122.11228200000001)","(37.704659, -122.108414)",0.004506
581,8898,"(37.817257, -121.96927600000001)","(37.811974, -121.95741299999999)",0.012987
582,8899,"(37.811974, -121.95741299999999)","(37.802944000000004, -121.94126899999999)",0.018497
583,8900,"(37.802944000000004, -121.94126899999999)","(37.798218, -121.92048600000001)",0.021313
584,8901,"(37.798218, -121.92048600000001)","(37.796871, -121.907417)",0.013138
585,8902,"(37.796871, -121.907417)","(37.800453000000005, -121.897552)",0.010495
586,8918,"(37.723209000000004, -122.40708899999998)","(37.721396999999996, -122.414452)",0.007582
587,8919,"(37.721396999999996, -122.414452)","(37.723721000000005, -122.42191299999999)",0.007815
588,8920,"(37.723721000000005, -122.42191299999999)","(37.724346000000004, -122.430939)",0.009047
589,8921,"(37.724346000000004, -122.430939)","(37.718418, -122.43791999999999)",0.009158
590,8922,"(37.718418, -122.43791999999999)","(37.710976, -122.44331399999999)",0.009192
591,8923,"(37.710976, -122.44331399999999)","(37.704605, -122.45069099999999)",0.009747
592,8924,"(37.704605, -122.45069099999999)","(37.703579, -122.451881)",0.001571
593,8925,"(37.707069, -121.928421)","(37.704674, -121.91271200000001)",0.015891
594,8926,"(37.704674, -121.91271200000001)","(37.704291999999995, -121.900726)",0.011992
595,8927,"(37.704291999999995, -121.900726)","(37.704109, -121.894981)",0.005748
596,8934,"(37.703579, -122.451881)","(37.700283, -122.45768000000001)",0.00667
597,8935,"(37.700283, -122.45768000000001)","(37.700184, -122.458549)",0.000875
598,8936,"(37.700184, -122.458549)","(37.715576, -122.46283700000001)",0.015978
599,8937,"(37.700184, -122.458549)","(37.699721999999994, -122.464699)",0.006167
600,8938,"(37.715576, -122.46283700000001)","(37.731689, -122.46637)",0.016496
601,8939,"(37.731689, -122.46637)","(37.745876, -122.46740700000001)",0.014225
602,8940,"(37.745876, -122.46740700000001)","(37.756316999999996, -122.465767)",0.010569
603,8941,"(37.699721999999994, -122.464699)","(37.699177, -122.472023)",0.007345
604,8942,"(37.699721999999994, -122.464699)","(37.687027, -122.46861299999999)",0.013285
605,8943,"(37.699177, -122.472023)","(37.699116, -122.484756)",0.012734
606,8944,"(37.699116, -122.484756)","(37.698196, -122.492798)",0.008094
607,8945,"(37.698196, -122.492798)","(37.698048, -122.494102)",0.001313
608,8946,"(37.698048, -122.494102)","(37.720951, -122.50048100000001)",0.023775
609,8947,"(37.698048, -122.494102)","(37.697182, -122.493202)",0.001249
610,8948,"(37.705189000000004, -121.93654599999999)","(37.697567, -121.93656200000001)",0.007622
611,8949,"(37.697567, -121.93656200000001)","(37.684277, -121.93047299999999)",0.014619
612,8950,"(37.698288, -121.966476)","(37.697449, -121.97651699999999)",0.010075
613,8951,"(37.697449, -121.97651699999999)","(37.699165, -121.98555800000001)",0.009202
614,8952,"(37.699165, -121.98555800000001)","(37.705399, -122.00266299999998)",0.018205
615,8953,"(37.705399, -122.00266299999998)","(37.705631, -122.02053799999999)",0.017877
616,8954,"(37.705631, -122.02053799999999)","(37.702805, -122.02842700000001)",0.00838
617,8955,"(37.702805, -122.02842700000001)","(37.701159999999994, -122.04128999999999)",0.012968
618,8956,"(37.701159999999994, -122.04128999999999)","(37.697552, -122.051971)",0.011274
619,8957,"(37.697552, -122.051971)","(37.695705, -122.10186000000002)",0.049923
620,8958,"(37.697182, -122.493202)","(37.687366, -122.48301699999999)",0.014145
621,8959,"(37.695705, -122.10186000000002)","(37.704659, -122.108414)",0.011095
622,8960,"(37.695705, -122.10186000000002)","(37.693401, -122.10016599999999)",0.00286
623,8969,"(37.687366, -122.48301699999999)","(37.68626, -122.483177)",0.001118
624,8970,"(37.687027, -122.46861299999999)","(37.684021, -122.467049)",0.003389
625,8971,"(37.68626, -122.483177)","(37.673771, -122.485077)",0.012633
626,8972,"(37.684021, -122.467049)","(37.679325, -122.4646)",0.005296
627,8994,"(37.69149, -122.39996299999999)","(37.68676, -122.397392)",0.005384
628,8995,"(37.68676, -122.397392)","(37.682411, -122.397148)",0.004356
629,8996,"(37.682411, -122.397148)","(37.677528, -122.398903)",0.005189
630,8997,"(37.677528, -122.398903)","(37.676579, -122.39983400000001)",0.00133
631,8998,"(37.676579, -122.39983400000001)","(37.671345, -122.404068)",0.006732
632,8999,"(37.693401, -122.10016599999999)","(37.684321999999995, -122.08577)",0.01702
633,9000,"(37.684321999999995, -122.08577)","(37.675175, -122.07701100000001)",0.012665
634,9001,"(37.675175, -122.07701100000001)","(37.671013, -122.073021)",0.005766
635,9002,"(37.675175, -122.07701100000001)","(37.655398999999996, -122.08524299999999)",0.02142
636,9003,"(37.671345, -122.404068)","(37.669773, -122.404831)",0.001747
637,9004,"(37.669773, -122.404831)","(37.667336, -122.40601299999999)",0.002709
638,9019,"(37.671013, -122.073021)","(37.666, -122.069893)",0.005908
639,9020,"(37.666, -122.069893)","(37.652138, -122.06123400000001)",0.016345
640,9027,"(37.684277, -121.93047299999999)","(37.67408, -121.920914)",0.013977
641,9028,"(37.67408, -121.920914)","(37.666695000000004, -121.909798)",0.013346
642,9029,"(37.679325, -122.4646)","(37.669834, -122.46058700000002)",0.010305
643,9030,"(37.669834, -122.46058700000002)","(37.66428, -122.45536799999999)",0.007621
644,9031,"(37.66428, -122.45536799999999)","(37.647354, -122.444649)",0.020035
645,9032,"(37.647354, -122.444649)","(37.646526, -122.44413)",0.000977
646,9033,"(37.646526, -122.44413)","(37.627712, -122.432404)",0.022169
647,9034,"(37.645503999999995, -122.091057)","(37.655398999999996, -122.08524299999999)",0.011477
648,9035,"(37.645503999999995, -122.091057)","(37.650379, -122.09693899999999)",0.00764
649,9036,"(37.645503999999995, -122.091057)","(37.644707000000004, -122.091522)",0.000923
650,9037,"(37.645503999999995, -122.091057)","(37.642628, -122.087593)",0.004502
651,9038,"(37.724373, -122.18686699999999)","(37.710471999999996, -122.16854099999999)",0.023001
652,9039,"(37.710471999999996, -122.16854099999999)","(37.696239, -122.14788100000001)",0.025088
653,9040,"(37.696239, -122.14788100000001)","(37.684532, -122.12716699999999)",0.023793
654,9041,"(37.684532, -122.12716699999999)","(37.67783, -122.11556999999999)",0.013394
655,9042,"(37.67783, -122.11556999999999)","(37.675297, -122.11158799999998)",0.00472
656,9043,"(37.675297, -122.11158799999998)","(37.661556, -122.102562)",0.01644
657,9044,"(37.661556, -122.102562)","(37.650379, -122.09693899999999)",0.012512
658,9048,"(37.643574, -122.48251299999998)","(37.673771, -122.485077)",0.030306
659,9049,"(37.643574, -122.48251299999998)","(37.642540000000004, -122.482491)",0.001034
660,9059,"(37.642540000000004, -122.482491)","(37.631207, -122.48224599999999)",0.011336
661,9064,"(37.652138, -122.06123400000001)","(37.641617, -122.051308)",0.014464
662,9065,"(37.641617, -122.051308)","(37.640347, -122.047531)",0.003984
663,9190,"(37.632469, -122.113647)","(37.637264, -122.097229)",0.017104
664,9191,"(37.632469, -122.113647)","(37.631958000000004, -122.11501299999999)",0.001458
665,9192,"(37.637264, -122.097229)","(37.644707000000004, -122.091522)",0.009379
666,9193,"(37.631958000000004, -122.11501299999999)","(37.625071999999996, -122.13320900000001)",0.019455
667,9194,"(37.631207, -122.48224599999999)","(37.622025, -122.48127)",0.009234
668,9195,"(37.629387, -122.034523)","(37.640347, -122.047531)",0.01701
669,9196,"(37.629387, -122.034523)","(37.628952000000005, -122.033997)",0.000683
670,9197,"(37.628952000000005, -122.033997)","(37.627483000000005, -122.033051)",0.001747
671,9198,"(37.627712, -122.432404)","(37.623661, -122.42923700000001)",0.005142
672,9199,"(37.627483000000005, -122.033051)","(37.614917999999996, -122.023849)",0.015574
673,9200,"(37.642628, -122.087593)","(37.625347, -122.07343300000001)",0.022341
674,9201,"(37.625347, -122.07343300000001)","(37.624268, -122.072617)",0.001353
675,9202,"(37.624268, -122.072617)","(37.59903, -122.05396299999998)",0.031384
676,9204,"(37.623661, -122.42923700000001)","(37.612736, -122.420723)",0.013851
677,9205,"(37.625071999999996, -122.13320900000001)","(37.622524, -122.145416)",0.01247
678,9206,"(37.622524, -122.145416)","(37.621418, -122.14901699999999)",0.003767
679,9208,"(37.622025, -122.48127)","(37.610003999999996, -122.48571799999999)",0.012817
680,9209,"(37.610003999999996, -122.48571799999999)","(37.603188, -122.489571)",0.00783
681,9211,"(37.612736, -122.420723)","(37.60804, -122.416321)",0.006437
682,9212,"(37.60804, -122.416321)","(37.584846, -122.394623)",0.031761
683,9213,"(37.614917999999996, -122.023849)","(37.605534000000006, -122.01531200000001)",0.012687
