,Category,DayOfWeek,Date,Time,Location,StreetMatch,Distance
24293,DRUG/NARCOTIC,Monday,9/22/14,18:17,"(37.782346520673, -122.413893155951)",8683,0.002670462
24294,ASSAULT,Monday,9/22/14,18:00,"(37.7935653736254, -122.425519483325)",8681,0.003732222
24295,ASSAULT,Monday,9/22/14,18:00,"(37.7935653736254, -122.425519483325)",8681,0.003732222
24296,DRUG/NARCOTIC,Monday,9/22/14,16:16,"(37.784625434984, -122.410979175673)",8683,0.003079529
24297,DRUG/NARCOTIC,Monday,9/22/14,16:16,"(37.784625434984, -122.410979175673)",8683,0.003079529
24298,"SEX OFFENSES, FORCIBLE",Monday,9/22/14,16:00,"(37.72339209003, -122.417224139302)",8918,0.003415427
24299,ASSAULT,Monday,9/22/14,15:57,"(37.7830566592988, -122.460678613159)",8612,0.002966291
24300,ASSAULT,Monday,9/22/14,15:55,"(37.7893892227178, -122.4338668246)",8607,0.011378607
24301,ASSAULT,Monday,9/22/14,15:52,"(37.7840473873954, -122.433701277792)",8607,0.015232252
24302,ASSAULT,Monday,9/22/14,15:52,"(37.7840473873954, -122.433701277792)",8607,0.015232252
24303,ASSAULT,Monday,9/22/14,15:40,"(37.7378218134824, -122.432398313711)",8920,0.013554599
24304,ASSAULT,Monday,9/22/14,15:40,"(37.7378218134824, -122.432398313711)",8920,0.013554599
24305,ASSAULT,Monday,9/22/14,15:30,"(37.7768766735218, -122.491956779206)",8638,0.008363644
24306,ASSAULT,Monday,9/22/14,15:30,"(37.7768766735218, -122.491956779206)",8638,0.008363644
24307,ROBBERY,Monday,9/22/14,15:15,"(37.8011834016788, -122.433806712295)",8607,0.010634478
24308,ASSAULT,Monday,9/22/14,15:01,"(37.7564864109309, -122.406539115148)",8679,0.007667968
24309,ASSAULT,Monday,9/22/14,14:45,"(37.7634490984123, -122.500694029642)",8668,0.002895899
24310,ASSAULT,Monday,9/22/14,14:45,"(37.7634490984123, -122.500694029642)",8668,0.002895899
24311,DRUG/NARCOTIC,Monday,9/22/14,14:26,"(37.7898606192523, -122.405519715753)",8682,0.007334426
24312,ASSAULT,Monday,9/22/14,13:58,"(37.7889175244648, -122.39565017695)",8610,0.009736772
24313,ASSAULT,Monday,9/22/14,13:30,"(37.7279456314778, -122.404903343063)",8834,0.003517831
24314,"SEX OFFENSES, FORCIBLE",Monday,9/22/14,13:04,"(37.781666769298, -122.452642959771)",8637,0.010541027
24315,ASSAULT,Monday,9/22/14,13:00,"(37.7120920675614, -122.4208910342)",8918,0.011315606
24316,ASSAULT,Monday,9/22/14,13:00,"(37.7120920675614, -122.4208910342)",8918,0.011315606
24317,ROBBERY,Monday,9/22/14,12:47,"(37.784816365102, -122.40947349732)",8683,0.003746795
24318,ROBBERY,Monday,9/22/14,12:44,"(37.7901578215257, -122.408787528948)",8682,0.004150631
24319,ASSAULT,Monday,9/22/14,12:25,"(37.7517298311377, -122.396528521452)",8679,0.00635147
24320,ASSAULT,Monday,9/22/14,12:00,"(37.7846576329256, -122.414433155063)",8683,0.004373306
24321,ASSAULT,Monday,9/22/14,11:30,"(37.7957863362398, -122.40498359935)",8682,0.008562083
24322,ASSAULT,Monday,9/22/14,11:30,"(37.775420706711, -122.403404791479)",8677,0.005638244
24323,ASSAULT,Monday,9/22/14,11:10,"(37.7498209864471, -122.418279075012)",8679,0.015668279
24324,ASSAULT,Monday,9/22/14,11:00,"(37.7994880717633, -122.409017007613)",8682,0.008438138
24325,ASSAULT,Monday,9/22/14,10:32,"(37.7817540588712, -122.409696355558)",8683,0.001653261
24326,ROBBERY,Monday,9/22/14,10:30,"(37.7821372997842, -122.415533007999)",8683,0.004232605
24327,ASSAULT,Monday,9/22/14,10:30,"(37.7821372997842, -122.415533007999)",8683,0.004232605
24328,ASSAULT,Monday,9/22/14,10:20,"(37.7304096808335, -122.378494173975)",8833,0.022649924
24329,ASSAULT,Monday,9/22/14,9:30,"(37.7218704825421, -122.443009986764)",8921,0.006150415
24330,ASSAULT,Monday,9/22/14,9:30,"(37.7218704825421, -122.443009986764)",8921,0.006150415
24331,"SEX OFFENSES, FORCIBLE",Monday,9/22/14,9:10,"(37.7564864109309, -122.406539115148)",8679,0.007667968
24332,"SEX OFFENSES, FORCIBLE",Monday,9/22/14,9:10,"(37.7564864109309, -122.406539115148)",8679,0.007667968
24333,ASSAULT,Monday,9/22/14,8:30,"(37.7448533297305, -122.478515128101)",8939,0.011155105
24334,ASSAULT,Monday,9/22/14,8:30,"(37.7448533297305, -122.478515128101)",8939,0.011155105
24335,DRUG/NARCOTIC,Monday,9/22/14,8:15,"(37.7219026350929, -122.394726647126)",8835,0.008009239
24336,ASSAULT,Monday,9/22/14,7:56,"(37.7843944492068, -122.416916142188)",8683,0.006252918
24337,ASSAULT,Monday,9/22/14,7:00,"(37.7174871282718, -122.461467578211)",8936,0.002351112
24338,DRUG/NARCOTIC,Monday,9/22/14,5:30,"(37.7834666598475, -122.473119936079)",8612,0.010295911
24339,DRUG/NARCOTIC,Monday,9/22/14,5:30,"(37.7834666598475, -122.473119936079)",8612,0.010295911
24340,ASSAULT,Monday,9/22/14,5:16,"(37.7838255788976, -122.432880595215)",8681,0.015621522
24341,ROBBERY,Monday,9/22/14,5:00,"(37.787148807979, -122.409876622532)",8682,0.005415381
24342,ASSAULT,Monday,9/22/14,3:05,"(37.7799444052046, -122.414317857881)",8683,0.00339211
24343,ROBBERY,Monday,9/22/14,3:05,"(37.7799444052046, -122.414317857881)",8683,0.00339211
24344,ASSAULT,Monday,9/22/14,2:45,"(37.7498634240392, -122.41757648018)",8679,0.014965527
24345,ASSAULT,Monday,9/22/14,2:10,"(37.7626702770872, -122.435187699349)",8684,0.024041888
24346,ROBBERY,Monday,9/22/14,1:56,"(37.7862456768248, -122.409330755034)",8683,0.00509147
24347,ASSAULT,Monday,9/22/14,1:56,"(37.7862456768248, -122.409330755034)",8683,0.00509147
24348,ASSAULT,Monday,9/22/14,1:30,"(37.7417616962887, -122.422366686691)",8919,0.0180464
24349,ROBBERY,Monday,9/22/14,1:30,"(37.7417616962887, -122.422366686691)",8919,0.0180464
24350,ASSAULT,Monday,9/22/14,0:01,"(37.7642205603745, -122.41965834371)",8678,0.008494768
24351,DRUG/NARCOTIC,Sunday,9/21/14,23:28,"(37.7516186563287, -122.415160761593)",8679,0.012666762
24352,ASSAULT,Sunday,9/21/14,23:00,"(37.7828626236813, -122.417367329727)",8683,0.006165987
24353,ROBBERY,Sunday,9/21/14,22:50,"(37.7226585129212, -122.412469643631)",8918,0.002349713
24354,ASSAULT,Sunday,9/21/14,21:45,"(37.7773216006661, -122.449116002905)",8637,0.014241286
24355,ROBBERY,Sunday,9/21/14,21:30,"(37.7832593295025, -122.414217804322)",8683,0.003339385
24356,ROBBERY,Sunday,9/21/14,21:09,"(37.7144378367352, -122.432777096523)",8921,0.006503165
24357,ROBBERY,Sunday,9/21/14,20:50,"(37.7822305870036, -122.41029351969)",8683,0.001238296
24358,ROBBERY,Sunday,9/21/14,20:50,"(37.7822305870036, -122.41029351969)",8683,0.001238296
24359,DRUG/NARCOTIC,Sunday,9/21/14,20:16,"(37.7830998244592, -122.419183096362)",8683,0.007992459
24360,ASSAULT,Sunday,9/21/14,20:00,"(37.7108945814914, -122.420556751442)",8918,0.012147789
24361,ASSAULT,Sunday,9/21/14,19:53,"(37.8072756032801, -122.415618823722)",8681,0.013745197
24362,ASSAULT,Sunday,9/21/14,19:30,"(37.7809165101626, -122.404100362918)",8683,0.007267806
24363,ASSAULT,Sunday,9/21/14,19:15,"(37.7672561981064, -122.404752558962)",8677,0.00639882
24364,ASSAULT,Sunday,9/21/14,19:15,"(37.7672561981064, -122.404752558962)",8677,0.00639882
24365,KIDNAPPING,Sunday,9/21/14,19:15,"(37.7672561981064, -122.404752558962)",8677,0.00639882
24366,ASSAULT,Sunday,9/21/14,19:00,"(37.7737679567236, -122.411612378034)",8684,0.002835316
24367,ASSAULT,Sunday,9/21/14,19:00,"(37.7859963050476, -122.411328369311)",8683,0.004429318
24368,ASSAULT,Sunday,9/21/14,18:47,"(37.7674540344176, -122.419970859857)",8684,0.008163866
24369,ASSAULT,Sunday,9/21/14,18:45,"(37.7966976738334, -122.398324392842)",8610,0.013588144
24370,KIDNAPPING,Sunday,9/21/14,18:45,"(37.7966976738334, -122.398324392842)",8610,0.013588144
24371,DRUG/NARCOTIC,Sunday,9/21/14,18:45,"(37.775420706711, -122.403404791479)",8677,0.005638244
24372,ASSAULT,Sunday,9/21/14,18:30,"(37.7811192121542, -122.412596970637)",8683,0.001335292
24373,ASSAULT,Sunday,9/21/14,18:30,"(37.7811192121542, -122.412596970637)",8683,0.001335292
24374,ASSAULT,Sunday,9/21/14,18:00,"(37.7798137203933, -122.403860419019)",8683,0.007681352
24375,ASSAULT,Sunday,9/21/14,17:50,"(37.7128431665803, -122.436018959755)",8921,0.005890053
24376,DRUG/NARCOTIC,Sunday,9/21/14,17:35,"(37.7841893501425, -122.407633520742)",8683,0.004539526
24377,ASSAULT,Sunday,9/21/14,17:31,"(37.7852842684318, -122.409499861107)",8683,0.004147351
24378,ASSAULT,Sunday,9/21/14,17:00,"(37.7825851968467, -122.415694922134)",8683,0.004473341
24379,ASSAULT,Sunday,9/21/14,16:30,"(37.7931773025837, -122.407729769991)",8682,0.005033142
24380,ASSAULT,Sunday,9/21/14,16:30,"(37.7837356633095, -122.443820967808)",8605,0.012142315
24381,ASSAULT,Sunday,9/21/14,16:30,"(37.7931773025837, -122.407729769991)",8682,0.005033142
24382,ASSAULT,Sunday,9/21/14,16:30,"(37.7770324435946, -122.403671442177)",8677,0.007025893
24383,ASSAULT,Sunday,9/21/14,16:22,"(37.7761558110245, -122.408685885018)",8683,0.006026606
24384,ASSAULT,Sunday,9/21/14,15:58,"(37.7344910991058, -122.39192940892)",8833,0.008748233
24385,DRUG/NARCOTIC,Sunday,9/21/14,15:01,"(37.7749926445385, -122.413163134276)",8684,0.003876748
24386,ASSAULT,Sunday,9/21/14,13:50,"(37.7423752245255, -122.421970919029)",8919,0.018654314
24387,ASSAULT,Sunday,9/21/14,13:42,"(37.7812701611726, -122.425564924002)",8683,0.014229021
24388,ASSAULT,Sunday,9/21/14,13:42,"(37.7812701611726, -122.425564924002)",8683,0.014229021
24389,ASSAULT,Sunday,9/21/14,13:30,"(37.7805345385278, -122.408162953857)",8683,0.003339648
24390,DRUG/NARCOTIC,Sunday,9/21/14,13:07,"(37.7886491245294, -122.406021838484)",8682,0.007295026
24391,ASSAULT,Sunday,9/21/14,13:00,"(37.7220295744579, -122.412281624991)",8918,0.002260681
24392,ROBBERY,Sunday,9/21/14,12:30,"(37.7884749146803, -122.402552957865)",8682,0.010578539
24393,ASSAULT,Sunday,9/21/14,12:30,"(37.7179319466469, -122.387479514747)",8874,0.01465833
24394,DRUG/NARCOTIC,Sunday,9/21/14,12:20,"(37.7740418385041, -122.414370627495)",8684,0.003349559
24395,ASSAULT,Sunday,9/21/14,12:15,"(37.7562166627216, -122.418891810986)",8678,0.012310538
24396,ASSAULT,Sunday,9/21/14,10:15,"(37.7839916768161, -122.408068345148)",8683,0.004071393
24397,ASSAULT,Sunday,9/21/14,10:00,"(37.7789982847524, -122.428442307611)",8683,0.017295127
24398,DRUG/NARCOTIC,Sunday,9/21/14,9:50,"(37.7121502932531, -122.417144802399)",8918,0.009630824
24399,ASSAULT,Sunday,9/21/14,8:43,"(37.7307215215703, -122.375605171962)",8833,0.025428614
24400,ASSAULT,Sunday,9/21/14,8:40,"(37.777493677735, -122.416293820935)",8683,0.006414219
24401,ASSAULT,Sunday,9/21/14,7:19,"(37.7829456223596, -122.492889548856)",8638,0.002650805
24402,ROBBERY,Sunday,9/21/14,7:05,"(37.7357419068572, -122.37934537972)",8833,0.02132299
24403,ASSAULT,Sunday,9/21/14,7:05,"(37.7357419068572, -122.37934537972)",8833,0.02132299
24404,ASSAULT,Sunday,9/21/14,7:05,"(37.7357419068572, -122.37934537972)",8833,0.02132299
24405,ASSAULT,Sunday,9/21/14,7:05,"(37.7357419068572, -122.37934537972)",8833,0.02132299
24406,ROBBERY,Sunday,9/21/14,5:25,"(37.7826911213472, -122.409536662692)",8683,0.002124163
24407,ASSAULT,Sunday,9/21/14,5:00,"(37.7635718955893, -122.41733258259)",8678,0.006443717
24408,ASSAULT,Sunday,9/21/14,4:09,"(37.7765019124574, -122.414953043045)",8684,0.005815703
24409,ASSAULT,Sunday,9/21/14,3:30,"(37.7564864109309, -122.406539115148)",8679,0.007667968
24410,"SEX OFFENSES, FORCIBLE",Sunday,9/21/14,3:00,"(37.7765019124574, -122.414953043045)",8684,0.005815703
24411,ROBBERY,Sunday,9/21/14,2:55,"(37.7810888153345, -122.402246029097)",8611,0.006914485
24412,ASSAULT,Sunday,9/21/14,2:35,"(37.786719015554, -122.413174494396)",8682,0.005155146
24413,ROBBERY,Sunday,9/21/14,2:30,"(37.7497466924568, -122.39627766288)",8679,0.006335217
24414,ASSAULT,Sunday,9/21/14,2:00,"(37.7666737551835, -122.419827929961)",8684,0.008423559
24415,ROBBERY,Sunday,9/21/14,2:00,"(37.7666737551835, -122.419827929961)",8684,0.008423559
24416,ASSAULT,Sunday,9/21/14,2:00,"(37.7817752404791, -122.440943612248)",8607,0.014416162
24417,ASSAULT,Sunday,9/21/14,1:48,"(37.7829582416625, -122.396775154339)",8611,0.004288811
24418,ASSAULT,Sunday,9/21/14,1:40,"(37.7763172146255, -122.40838337313)",8683,0.006024614
24419,ASSAULT,Sunday,9/21/14,1:21,"(37.7649178909424, -122.421886357981)",8678,0.010596574
24420,ASSAULT,Sunday,9/21/14,1:10,"(37.7821372491619, -122.397814506334)",8611,0.003938696
24421,ROBBERY,Sunday,9/21/14,1:10,"(37.8056494557581, -122.406167794377)",8682,0.015226395
24422,ASSAULT,Sunday,9/21/14,1:05,"(37.7601472042353, -122.42066265999)",8678,0.010975607
24423,ASSAULT,Sunday,9/21/14,1:00,"(37.7911165972854, -122.416773563916)",8682,0.00425353
24424,ASSAULT,Sunday,9/21/14,0:29,"(37.7822739654253, -122.392615825113)",8611,0.004658712
24425,ROBBERY,Saturday,9/20/14,23:35,"(37.7799801719492, -122.398603551262)",8611,0.00311441
24426,ASSAULT,Saturday,9/20/14,23:03,"(37.7429970144076, -122.421644478447)",8919,0.019277885
24427,ASSAULT,Saturday,9/20/14,23:00,"(37.7547401746254, -122.398216761712)",8679,0.006536585
24428,ASSAULT,Saturday,9/20/14,23:00,"(37.7547401746254, -122.398216761712)",8679,0.006536585
24429,ASSAULT,Saturday,9/20/14,23:00,"(37.7442774766877, -122.439065944959)",8920,0.02152466
24430,DRUG/NARCOTIC,Saturday,9/20/14,22:59,"(37.7830529510782, -122.411593095704)",8683,0.00150752
24431,ASSAULT,Saturday,9/20/14,22:15,"(37.7325333188542, -122.38499543409)",8833,0.015867775
24432,DRUG/NARCOTIC,Saturday,9/20/14,22:13,"(37.7695262270693, -122.450709919144)",8664,0.011959284
24433,DRUG/NARCOTIC,Saturday,9/20/14,22:13,"(37.7695262270693, -122.450709919144)",8664,0.011959284
24434,DRUG/NARCOTIC,Saturday,9/20/14,22:12,"(37.7108945814914, -122.420556751442)",8918,0.012147789
24435,ASSAULT,Saturday,9/20/14,22:05,"(37.7828276498838, -122.409708423721)",8683,0.002061072
24436,ASSAULT,Saturday,9/20/14,22:00,"(37.7674540344176, -122.419970859857)",8684,0.008163866
24437,"SEX OFFENSES, FORCIBLE",Saturday,9/20/14,22:00,"(37.7674540344176, -122.419970859857)",8684,0.008163866
24438,ASSAULT,Saturday,9/20/14,21:45,"(37.7775321935218, -122.440879521853)",8607,0.018629573
24439,ASSAULT,Saturday,9/20/14,21:45,"(37.7775321935218, -122.440879521853)",8607,0.018629573
24440,ASSAULT,Saturday,9/20/14,21:28,"(37.7848750530811, -122.442364696255)",8607,0.011177689
24441,ASSAULT,Saturday,9/20/14,21:15,"(37.7658672394532, -122.431028702713)",8684,0.01908401
24442,ASSAULT,Saturday,9/20/14,20:58,"(37.7776242389287, -122.39998111124)",8611,0.004419651
24443,ASSAULT,Saturday,9/20/14,20:58,"(37.7776242389287, -122.39998111124)",8611,0.004419651
24444,DRUG/NARCOTIC,Saturday,9/20/14,20:58,"(37.7880116318962, -122.421861006168)",8681,0.007179472
24445,ASSAULT,Saturday,9/20/14,20:58,"(37.7776242389287, -122.39998111124)",8611,0.004419651
24446,ASSAULT,Saturday,9/20/14,19:35,"(37.7651098786222, -122.418701003284)",8678,0.007408433
24447,ASSAULT,Saturday,9/20/14,19:35,"(37.7651098786222, -122.418701003284)",8678,0.007408433
24448,ASSAULT,Saturday,9/20/14,19:00,"(37.742261383285, -122.421964745809)",8919,0.018540455
24449,ROBBERY,Saturday,9/20/14,18:50,"(37.7285280627465, -122.475647460786)",8938,0.009801163
24450,ASSAULT,Saturday,9/20/14,18:44,"(37.7085854037105, -122.405055997714)",8874,0.00527589
24451,"SEX OFFENSES, FORCIBLE",Saturday,9/20/14,18:30,"(37.7984492073309, -122.401640262351)",8682,0.012782928
24452,ASSAULT,Saturday,9/20/14,18:25,"(37.7301655270844, -122.424415451083)",8919,0.006913334
24453,ASSAULT,Saturday,9/20/14,17:55,"(37.7517298311377, -122.396528521452)",8679,0.00635147
24454,ASSAULT,Saturday,9/20/14,17:45,"(37.7941169057941, -122.396556426173)",8610,0.010982937
24455,DRUG/NARCOTIC,Saturday,9/20/14,17:05,"(37.7737509379648, -122.417975390351)",8684,0.005893796
24456,DRUG/NARCOTIC,Saturday,9/20/14,17:05,"(37.7737509379648, -122.417975390351)",8684,0.005893796
24457,ROBBERY,Saturday,9/20/14,16:44,"(37.75823960549, -122.424644271432)",8678,0.015371907
24458,ROBBERY,Saturday,9/20/14,16:23,"(37.7841893501425, -122.407633520742)",8683,0.004539526
24459,ASSAULT,Saturday,9/20/14,16:23,"(37.7841893501425, -122.407633520742)",8683,0.004539526
24460,ASSAULT,Saturday,9/20/14,16:10,"(37.8084350175869, -122.410774214375)",8682,0.016693193
24461,DRUG/NARCOTIC,Saturday,9/20/14,15:19,"(37.7484547781028, -122.408302107239)",8679,0.005871989
24462,ASSAULT,Saturday,9/20/14,14:45,"(37.777553214339, -122.45151106192)",8637,0.011850504
24463,ASSAULT,Saturday,9/20/14,14:05,"(37.778293520129, -122.415448759562)",8683,0.005254122
24464,ROBBERY,Saturday,9/20/14,14:00,"(37.7130501719737, -122.43278527411)",8921,0.007428256
24465,ROBBERY,Saturday,9/20/14,13:10,"(37.7868262082156, -122.419930111611)",8681,0.008650343
24466,ASSAULT,Saturday,9/20/14,12:30,"(37.7171649328136, -122.45440084451)",8936,0.008584488
24467,ASSAULT,Saturday,9/20/14,12:30,"(37.7171649328136, -122.45440084451)",8936,0.008584488
24468,ASSAULT,Saturday,9/20/14,11:54,"(37.7855804361702, -122.412857126524)",8683,0.004290965
24469,ASSAULT,Saturday,9/20/14,11:43,"(37.729203356539, -122.374019331833)",8833,0.027278532
24470,ASSAULT,Saturday,9/20/14,11:15,"(37.7124349004423, -122.430826301881)",8921,0.00927998
24471,ASSAULT,Saturday,9/20/14,11:15,"(37.7124349004423, -122.430826301881)",8921,0.00927998
24472,DRUG/NARCOTIC,Saturday,9/20/14,10:27,"(37.7804777480508, -122.412515341356)",8683,0.0016032
24473,DRUG/NARCOTIC,Saturday,9/20/14,10:27,"(37.7804777480508, -122.412515341356)",8683,0.0016032
24474,ROBBERY,Saturday,9/20/14,8:00,"(37.8018464851371, -122.401774710336)",8682,0.014728451
24475,ASSAULT,Saturday,9/20/14,8:00,"(37.8018464851371, -122.401774710336)",8682,0.014728451
24476,ASSAULT,Saturday,9/20/14,6:20,"(37.7965641992536, -122.404895799327)",8682,0.009021959
24477,ASSAULT,Saturday,9/20/14,5:25,"(37.7860514387143, -122.414782081215)",8683,0.00565376
24478,ROBBERY,Saturday,9/20/14,4:15,"(37.727376210238, -122.404595097187)",8834,0.003228955
24479,"SEX OFFENSES, FORCIBLE",Saturday,9/20/14,3:29,"(37.739052225351, -122.502348467876)",8829,0.006419622
24480,ASSAULT,Saturday,9/20/14,2:59,"(37.7589232154339, -122.421243015587)",8678,0.012136586
24481,ROBBERY,Saturday,9/20/14,2:30,"(37.7181790803666, -122.397982846671)",8874,0.007850665
24482,ROBBERY,Saturday,9/20/14,2:30,"(37.7517592755797, -122.412846392511)",8679,0.010402713
24483,ASSAULT,Saturday,9/20/14,2:15,"(37.7997037900191, -122.4073989596)",8682,0.009418232
24484,ASSAULT,Saturday,9/20/14,2:10,"(37.7888082903797, -122.411888791823)",8682,0.003109952
24485,ASSAULT,Saturday,9/20/14,2:00,"(37.7886989511647, -122.420307355721)",8681,0.006744628
24486,ASSAULT,Saturday,9/20/14,1:50,"(37.7979117105028, -122.405862214655)",8682,0.009056555
24487,ROBBERY,Saturday,9/20/14,1:33,"(37.770896885856, -122.420303482492)",8684,0.007618524
24488,ASSAULT,Saturday,9/20/14,1:29,"(37.7696756290578, -122.449101011701)",8664,0.013568222
24489,KIDNAPPING,Saturday,9/20/14,1:29,"(37.7696756290578, -122.449101011701)",8664,0.013568222
24490,DRUG/NARCOTIC,Saturday,9/20/14,1:25,"(37.7657827544276, -122.407538332319)",8678,0.003803837
24491,DRUG/NARCOTIC,Saturday,9/20/14,1:25,"(37.7657827544276, -122.407538332319)",8678,0.003803837
24492,ROBBERY,Saturday,9/20/14,1:05,"(37.8056604413272, -122.421215384827)",8681,0.010517676
24493,ASSAULT,Saturday,9/20/14,0:40,"(37.7890162035598, -122.410246553741)",8682,0.003664442
24494,ASSAULT,Saturday,9/20/14,0:01,"(37.775420706711, -122.403404791479)",8677,0.005638244
24495,DRUG/NARCOTIC,Friday,9/19/14,23:52,"(37.7465959253746, -122.406495714399)",8679,0.005100444
24496,ROBBERY,Friday,9/19/14,23:48,"(37.715894868336, -122.474445288337)",8936,0.011612667
24497,"SEX OFFENSES, FORCIBLE",Friday,9/19/14,23:45,"(37.7590227079465, -122.402085966027)",8677,0.004398439
24498,ASSAULT,Friday,9/19/14,23:43,"(37.7918334597232, -122.410820939447)",8682,0.001761073
24499,ROBBERY,Friday,9/19/14,23:08,"(37.7976687725776, -122.407822401083)",8682,0.007525182
24500,ASSAULT,Friday,9/19/14,22:40,"(37.7307541873099, -122.386768853234)",8833,0.014546309
24501,ROBBERY,Friday,9/19/14,22:35,"(37.716879069607, -122.426833588598)",8919,0.008427586
24502,ASSAULT,Friday,9/19/14,20:42,"(37.784696907904, -122.413609328985)",8683,0.003866616
24503,ROBBERY,Friday,9/19/14,20:34,"(37.7849141859562, -122.411965795229)",8683,0.003405367
24504,ASSAULT,Friday,9/19/14,20:34,"(37.7849141859562, -122.411965795229)",8683,0.003405367
24505,ASSAULT,Friday,9/19/14,20:30,"(37.7856297942374, -122.413798415869)",8683,0.004749213
24506,ASSAULT,Friday,9/19/14,20:30,"(37.7836952269749, -122.410791677645)",8683,0.002197479
24507,ASSAULT,Friday,9/19/14,20:30,"(37.7836952269749, -122.410791677645)",8683,0.002197479
24508,ASSAULT,Friday,9/19/14,20:20,"(37.7328509353031, -122.391517460482)",8833,0.0094077
24509,DRUG/NARCOTIC,Friday,9/19/14,20:15,"(37.7863086885804, -122.416452065595)",8682,0.006750764
24510,DRUG/NARCOTIC,Friday,9/19/14,20:15,"(37.7863086885804, -122.416452065595)",8682,0.006750764
24511,ASSAULT,Friday,9/19/14,19:45,"(37.739901780585, -122.399686082806)",8833,0.0049217
24512,ASSAULT,Friday,9/19/14,19:45,"(37.739901780585, -122.399686082806)",8833,0.0049217
24513,ROBBERY,Friday,9/19/14,19:45,"(37.739901780585, -122.399686082806)",8833,0.0049217
24514,ASSAULT,Friday,9/19/14,19:45,"(37.739901780585, -122.399686082806)",8833,0.0049217
24515,ASSAULT,Friday,9/19/14,19:45,"(37.739901780585, -122.399686082806)",8833,0.0049217
24516,DRUG/NARCOTIC,Friday,9/19/14,19:25,"(37.778293520129, -122.415448759562)",8683,0.005254122
24517,ASSAULT,Friday,9/19/14,18:57,"(37.7529064152226, -122.407294221804)",8679,0.005564628
24518,ASSAULT,Friday,9/19/14,18:50,"(37.7617677182954, -122.435012093789)",8678,0.024037608
24519,ASSAULT,Friday,9/19/14,18:43,"(37.7294904424423, -122.381400971393)",8833,0.020051004
24520,ROBBERY,Friday,9/19/14,18:06,"(37.7103562340903, -122.407315286094)",8874,0.007121266
24521,ASSAULT,Friday,9/19/14,18:06,"(37.7103562340903, -122.407315286094)",8874,0.007121266
24522,ASSAULT,Friday,9/19/14,18:00,"(37.7299422336598, -122.447734192164)",8921,0.015136919
24523,DRUG/NARCOTIC,Friday,9/19/14,17:45,"(37.7817511307229, -122.411071423064)",8683,0.00032481
24524,ASSAULT,Friday,9/19/14,17:45,"(37.775420706711, -122.403404791479)",8677,0.005638244
24525,ASSAULT,Friday,9/19/14,17:45,"(37.775420706711, -122.403404791479)",8677,0.005638244
24526,DRUG/NARCOTIC,Friday,9/19/14,17:30,"(37.778293520129, -122.415448759562)",8683,0.005254122
24527,ASSAULT,Friday,9/19/14,17:00,"(37.7819065476741, -122.432355641362)",8681,0.016743046
24528,ASSAULT,Friday,9/19/14,17:00,"(37.7819065476741, -122.432355641362)",8681,0.016743046
24529,ASSAULT,Friday,9/19/14,16:20,"(37.7854121125668, -122.430579280128)",8681,0.012901323
24530,ASSAULT,Friday,9/19/14,16:18,"(37.7824869629764, -122.447335040314)",8605,0.013278732
24531,ASSAULT,Friday,9/19/14,16:00,"(37.7523483654161, -122.406345654667)",8679,0.004465114
24532,ASSAULT,Friday,9/19/14,15:30,"(37.7373623605213, -122.422067184937)",8919,0.013642232
24533,ASSAULT,Friday,9/19/14,14:45,"(37.7344910991058, -122.39192940892)",8833,0.008748233
24534,DRUG/NARCOTIC,Friday,9/19/14,14:23,"(37.7686969786551, -122.453512911126)",8664,0.00920012
24535,DRUG/NARCOTIC,Friday,9/19/14,14:23,"(37.7686969786551, -122.453512911126)",8664,0.00920012
24536,DRUG/NARCOTIC,Friday,9/19/14,14:03,"(37.7751462916539, -122.419257894814)",8684,0.0076916
24537,ASSAULT,Friday,9/19/14,13:15,"(37.7821775491781, -122.450645259133)",8637,0.012593358
24538,ASSAULT,Friday,9/19/14,13:15,"(37.7821775491781, -122.450645259133)",8637,0.012593358
24539,ROBBERY,Friday,9/19/14,12:42,"(37.7659245297691, -122.466442684206)",8665,0.003229659
24540,ASSAULT,Friday,9/19/14,11:58,"(37.7548646812511, -122.42138676208)",8678,0.014952455
24541,DRUG/NARCOTIC,Friday,9/19/14,11:55,"(37.7821198488931, -122.415669661443)",8683,0.004365807
24542,ASSAULT,Friday,9/19/14,11:45,"(37.7178661251324, -122.46489903454)",8936,0.003081665
24543,ASSAULT,Friday,9/19/14,11:45,"(37.7178661251324, -122.46489903454)",8936,0.003081665
24544,DRUG/NARCOTIC,Friday,9/19/14,11:37,"(37.7813987340892, -122.409247675547)",8683,0.002098083
24545,ROBBERY,Friday,9/19/14,11:23,"(37.783287873572, -122.408953598279)",8683,0.002941351
24546,ASSAULT,Friday,9/19/14,10:15,"(37.7893540721016, -122.400032359721)",8611,0.011399787
24547,ROBBERY,Friday,9/19/14,9:37,"(37.741976120786, -122.498732152894)",8829,0.009803293
24548,ROBBERY,Friday,9/19/14,8:35,"(37.7892671646406, -122.399478336806)",8611,0.01112017
24549,ASSAULT,Friday,9/19/14,8:00,"(37.7289171340996, -122.380268162997)",8834,0.021153073
24550,ASSAULT,Friday,9/19/14,7:44,"(37.7665428336293, -122.443194351845)",8664,0.019712528
24551,ROBBERY,Friday,9/19/14,3:50,"(37.775420706711, -122.403404791479)",8677,0.005638244
